ID,LotSize (sq ft),Bedrooms,Bathrooms,Price ($),YearBuilt,Neighborhood,Latitude,Longitude
7119,?,Three,2.5,338793,?,Midtown,?,?
7120,11704,Three,?,233662,19xx,Midtown,33.662359,?
7121,large,3,?,587234,19xx,?,34.763745,-118.752815
7122,large,1,3.1730975487564685,108562,19xx,Suburbs,33.813983,-117.826921
7123,11985,Three,?,555971,19xx,?,?,-117.945283
7124,?,Three,2.5,162838,19xx,Downtown,34.150529,?
7125,11005,6,3.060205672784124,321040,1928,Uptown,?,?
7126,large,1,1.0269973383861015,518584,19xx,Downtown,?,-118.210246
7127,large,2,?,727742,?,Downtown,33.839908,-117.505508
7128,large,Three,3.5539812930788623,616772,1926,Outskirts,?,?
7129,10025,3,?,419856,2023,Midtown,33.555751,-118.52869
7130,11215,?,?,195070,?,Uptown,34.780355,?
7131,?,?,1.6077261665618516,461554,?,?,?,?
7132,large,1,2.5,773676,1966,Suburbs,?,?
7133,8296,Three,1.6955055705424908,176290,1967,Suburbs,34.534142,-118.740885
7134,?,Three,3.8282554519980474,771494,?,?,33.623071,?
7135,?,?,3.4201635350223674,311167,?,Suburbs,34.197429,-118.13595
7136,?,Three,?,743832,19xx,Downtown,?,-118.361889
7137,large,Three,?,621030,1930,Midtown,?,-118.187665
7138,large,?,2.5,596365,?,Suburbs,?,?
7139,large,3,?,279219,19xx,?,?,-118.583939
7140,large,Three,?,276057,1934,Uptown,?,?
7141,?,?,?,193253,?,Uptown,33.57347,-118.407353
7142,?,1,?,613594,?,Downtown,?,?
7143,large,?,1.546958603544725,343643,?,Suburbs,34.049759,-117.8285
7144,large,?,?,545458,?,Outskirts,?,?
7145,5137,4,1.0309421621488775,474752,?,Midtown,?,-117.930701
7146,?,?,?,617088,19xx,Uptown,34.725614,-118.951635
7147,9870,Three,2.5,524294,19xx,Midtown,?,?
7148,?,3,2.3163202964437173,629123,1979,Midtown,34.139673,?
7149,?,Three,?,771045,1942,Uptown,34.777629,-118.144023
7150,?,?,1.7259604984452892,662735,?,Downtown,?,-118.880089
7151,?,?,2.5,470432,2017,Suburbs,34.590692,?
7152,6639,Three,2.570171485664825,676256,?,Suburbs,?,-118.622273
7153,large,?,3.294974309683108,401638,1948,Outskirts,33.531854,-118.972352
7154,4706,?,?,739567,1964,?,?,?
7155,large,Three,?,284711,19xx,Suburbs,33.809879,-118.35162
7156,7792,Three,2.5,584240,?,Outskirts,34.159451,?
7157,large,Three,3.6955012508530904,404078,?,?,34.767388,?
7158,?,Three,1.0940171567577637,690672,1925,Downtown,34.585673,-118.627826
7159,large,1,2.317044030698805,751625,?,Uptown,?,?
7160,11939,Three,?,363355,?,Midtown,?,?
7161,large,?,2.5,602857,?,Uptown,?,?
7162,large,?,3.5499841112740316,127228,?,Midtown,?,?
7163,5800,6,2.5,327320,1916,Downtown,?,-118.913516
7164,6238,5,2.5,742506,?,?,?,?
7165,?,Three,2.7673635481979115,708845,19xx,Downtown,?,?
7166,?,Three,?,469529,1993,Uptown,?,-118.709438
7167,large,?,?,303664,19xx,Midtown,?,-117.505277
7168,4313,2,1.9820448716572143,128332,?,Midtown,34.15341,?
7169,large,Three,2.5,239845,?,Outskirts,34.579462,-118.62664
7170,8237,5,?,581351,?,Outskirts,?,?
7171,5376,?,2.5,430306,?,Uptown,34.060281,-117.753446
7172,6311,?,2.5,385354,?,Uptown,34.509281,-118.005357
7173,9029,?,2.5,450679,19xx,Downtown,34.136917,?
7174,large,5,3.8571795787101415,287427,19xx,Outskirts,?,-118.476782
7175,10454,Three,2.5,305325,19xx,Midtown,?,?
7176,?,?,?,700685,19xx,Uptown,?,-118.612836
7177,?,Three,2.7154109238978226,344701,19xx,Outskirts,33.982935,-118.099984
7178,9443,Three,?,372901,19xx,?,34.343485,?
7179,?,Three,2.5,283902,?,Downtown,?,?
7180,5470,2,2.9353076019693165,451410,1911,Outskirts,?,-118.111612
7181,?,?,?,430188,1954,Uptown,?,?
7182,?,Three,2.5,306486,?,Outskirts,?,-117.670482
7183,6833,Three,?,551505,19xx,Uptown,?,?
7184,?,?,2.5,726412,19xx,?,?,-118.856552
7185,4119,Three,?,368455,19xx,?,?,-117.552743
7186,6114,3,?,699786,19xx,Outskirts,33.696926,-118.685304
7187,?,Three,1.0174655565439386,209745,1944,Midtown,33.838833,?
7188,?,?,?,532199,?,Midtown,?,?
7189,large,2,?,235678,1987,Downtown,?,?
7190,?,3,1.8382091825259415,116772,1945,Midtown,?,-117.985934
7191,large,4,3.6731952328712127,423631,19xx,Outskirts,34.133156,?
7192,11343,4,?,552849,?,Uptown,33.885683,-118.40193
7193,large,?,2.5,553997,19xx,Outskirts,?,?
7194,large,6,3.333750996985076,698170,19xx,Midtown,?,-117.663558
7195,large,5,2.8644399942985634,270697,2022,Outskirts,?,?
7196,large,?,?,603150,?,?,?,?
7197,large,5,3.6397685086445515,489522,2004,Outskirts,34.301828,?
7198,?,?,1.0073793395651172,580576,?,?,?,-118.861943
7199,8179,?,2.5,191593,?,?,34.036554,?
7200,5234,Three,2.5,642178,?,Midtown,34.608627,-117.528996
7201,large,3,?,399280,1910,Midtown,34.048516,-117.628885
7202,?,Three,2.5,164398,19xx,?,?,-118.230089
7203,5764,?,?,454283,19xx,Midtown,?,-118.510594
7204,?,3,2.5,735104,2003,Downtown,?,?
7205,large,Three,2.5,294715,1989,Uptown,34.445753,?
7206,?,3,3.222272175217932,146510,?,Uptown,?,-118.840308
7207,?,Three,?,462633,19xx,Midtown,34.767223,-118.608105
7208,?,?,2.5,491641,2019,Suburbs,?,-117.695246
7209,large,?,?,473079,19xx,Midtown,?,?
7210,?,1,2.5,434895,19xx,?,33.954688,-117.574271
7211,?,?,2.5,580812,19xx,?,33.853462,-118.235525
7212,?,Three,2.5,688887,19xx,?,?,?
7213,large,2,2.5,536843,?,Outskirts,34.334574,?
7214,?,Three,2.574030190756094,243935,19xx,Suburbs,?,?
7215,9951,Three,2.5,538232,19xx,Uptown,34.252834,?
7216,?,Three,2.0201618392376917,562889,?,Downtown,?,?
7217,large,?,1.1296447566419046,600388,19xx,Downtown,34.616278,-117.594554
7218,?,Three,3.607903716184711,607808,19xx,Suburbs,34.6432,?
7219,large,?,?,792274,1920,Suburbs,34.524503,-118.293976
7220,?,Three,2.5,314862,?,Uptown,34.574104,-118.107969
7221,?,1,3.313679327058401,415102,1994,Midtown,34.478845,?
7222,?,Three,1.481905157025555,678631,19xx,Uptown,?,?
7223,?,5,2.5,246080,19xx,Midtown,?,?
7224,large,Three,2.5,679186,19xx,Downtown,?,?
7225,?,Three,2.5,270487,?,?,33.788307,?
7226,4105,Three,2.5,704601,?,Suburbs,33.921863,?
7227,large,2,1.0265712775747278,459341,19xx,Midtown,?,-118.96825
7228,10040,?,2.5,539382,19xx,?,33.858832,-117.798902
7229,?,?,2.5,588063,1955,Outskirts,33.730657,?
7230,?,Three,?,660271,1972,Outskirts,?,?
7231,?,Three,2.581366712419465,604560,?,Midtown,34.090237,?
7232,?,?,1.1889136383181622,547542,?,Outskirts,?,?
7233,?,2,?,458318,19xx,Midtown,?,?
7234,?,2,?,415465,2004,Midtown,34.214983,?
7235,large,4,2.733426753148281,244382,?,Uptown,33.836151,-117.593423
7236,5559,4,2.5,153072,?,Uptown,?,-118.373556
7237,6035,Three,?,309535,1957,Midtown,34.209886,?
7238,7804,?,2.5,301949,?,Outskirts,33.8074,-118.104819
7239,?,Three,2.5,566882,1947,?,?,?
7240,large,Three,?,217173,19xx,Uptown,34.027375,?
7241,large,?,1.8473519094957418,373590,1943,Midtown,33.535954,?
7242,7583,1,3.749543033162611,248695,19xx,Outskirts,34.343781,?
7243,8250,?,1.0868872813211068,400708,19xx,Uptown,34.515888,-118.342949
7244,?,3,2.5,120664,19xx,Downtown,?,?
7245,6009,2,?,163141,1987,?,34.37051,-117.79769
7246,?,4,?,347077,1934,Outskirts,34.569078,?
7247,10921,?,2.957973197658401,498478,19xx,Uptown,33.778915,?
7248,?,?,?,123903,?,Suburbs,?,?
7249,large,Three,3.050513422404096,134084,2005,Outskirts,?,?
7250,large,2,?,320945,?,Suburbs,?,?
7251,?,?,?,366447,1921,Midtown,34.545485,-117.901651
7252,?,6,?,347961,19xx,Downtown,?,-118.561953
7253,11623,?,2.5,458608,19xx,?,33.671501,-117.698369
7254,5962,2,?,438713,19xx,Suburbs,34.336563,-118.204567
7255,?,Three,?,707020,1967,?,33.834023,-118.966905
7256,?,?,2.5,143261,1946,Outskirts,?,?
7257,10360,6,?,236457,19xx,Downtown,34.274969,?
7258,?,?,2.5,576228,?,Outskirts,33.558861,-117.637076
7259,11837,5,?,771769,19xx,Uptown,?,?
7260,?,?,2.6849466225894485,596520,?,Uptown,?,?
7261,?,Three,2.5,466849,?,Suburbs,?,?
7262,?,Three,?,193713,2014,Suburbs,33.713781,?
7263,large,Three,?,397390,2022,?,34.349737,-118.401805
7264,?,?,2.5,208612,?,?,?,-117.670047
7265,?,6,2.5,193214,1996,Midtown,?,?
7266,large,?,?,144928,?,Midtown,?,-118.387736
7267,large,?,1.424702877489266,374267,19xx,Uptown,34.277113,-117.752593
7268,5521,Three,2.5,255728,19xx,Midtown,?,?
7269,large,Three,2.288186470224511,392174,?,Midtown,34.171947,?
7270,large,3,3.256288719487593,761788,1979,?,33.943672,-117.731777
7271,5887,Three,2.5,129401,?,Outskirts,34.138309,?
7272,10752,?,?,546320,?,Downtown,?,?
7273,4705,3,?,134694,1915,Suburbs,34.69495,-117.656422
7274,large,4,1.778665702398378,319153,?,Downtown,?,-117.712979
7275,large,?,?,172386,1943,Uptown,34.573269,-118.241125
7276,?,3,?,782902,19xx,Outskirts,?,-118.168836
7277,large,Three,2.5,400665,?,?,34.250474,?
7278,large,1,1.7786990084293985,100162,1990,Suburbs,?,-118.634451
7279,large,2,1.7208561775563074,366653,?,Uptown,?,-118.606153
7280,7799,Three,2.5,713687,19xx,Downtown,34.179993,-118.11721
7281,large,?,?,497262,1950,Uptown,?,?
7282,7213,3,2.5,302326,1924,Downtown,33.759321,?
7283,?,4,?,632250,1915,Downtown,33.608826,?
7284,?,Three,2.5,695191,?,Uptown,34.216833,-118.464029
7285,large,?,?,516716,1955,Downtown,?,?
7286,large,?,?,334652,?,Suburbs,?,-118.822368
7287,large,6,3.2551736785104186,422863,?,Midtown,34.030666,?
7288,9368,Three,?,396528,?,Uptown,?,-118.369661
7289,large,3,2.253188775646631,613482,19xx,Midtown,34.465559,?
7290,large,2,?,317475,19xx,?,?,?
7291,4506,?,2.5,223941,1901,Uptown,?,-117.852002
7292,4050,?,1.8495057584326768,693667,19xx,?,?,?
7293,large,Three,2.5,271247,1959,Midtown,?,?
7294,?,?,2.5,433367,1933,?,?,-118.190667
7295,?,1,2.266040764077138,604269,?,Outskirts,34.212535,?
7296,9792,Three,1.7456155560940367,696679,?,Uptown,?,?
7297,?,Three,2.5,220302,1997,?,33.97941,?
7298,7252,5,?,532460,19xx,Downtown,?,-117.763099
7299,?,Three,2.5,710186,19xx,Outskirts,34.609557,-118.882591
7300,large,?,?,125143,2006,Uptown,34.1613,-118.501091
7301,4867,?,2.4612849101927936,197853,?,Downtown,?,?
7302,large,?,?,708475,19xx,Suburbs,34.199867,?
7303,large,5,2.5,448391,19xx,Midtown,?,-118.247664
7304,large,6,?,354368,?,Suburbs,?,?
7305,large,?,1.0040315359867091,203606,?,Uptown,?,?
7306,?,3,2.5,331420,19xx,?,?,-118.702076
7307,large,Three,1.2624815847498683,301585,19xx,Uptown,33.848483,?
7308,large,Three,?,199453,1921,Outskirts,33.746091,?
7309,5585,?,3.8490314027319132,257707,1951,Midtown,?,?
7310,?,?,2.5,328695,?,Downtown,33.543066,-117.883094
7311,10976,?,2.5,625272,19xx,Uptown,34.348707,?
7312,?,6,2.5,596649,1900,Uptown,33.925403,-118.077052
7313,?,Three,?,119474,19xx,?,33.613041,-117.623659
7314,?,?,2.306843259443521,480435,19xx,Uptown,?,-118.637203
7315,?,?,?,592255,19xx,Outskirts,?,-117.976292
7316,5857,Three,2.940099206696027,489080,?,?,34.029508,?
7317,large,?,2.5,385673,19xx,Downtown,?,-118.135938
7318,?,?,?,197251,19xx,Suburbs,?,-118.284961
7319,large,Three,?,747482,19xx,Suburbs,?,-117.801364
7320,large,6,?,231489,?,?,34.347398,-118.931991
7321,?,4,1.9490258456842435,211031,19xx,?,33.5432,?
7322,?,?,2.6095490586249657,285987,1941,Downtown,33.925651,-118.271526
7323,large,?,?,171032,19xx,Outskirts,?,?
7324,8561,?,3.088975503088022,317839,?,Midtown,?,-118.510809
7325,?,Three,1.811530541803758,744602,2019,Outskirts,?,-118.076041
7326,large,1,?,222362,?,Midtown,?,?
7327,10848,5,2.9243942110959007,749224,?,Midtown,34.330113,?
7328,large,6,?,338074,1940,Suburbs,34.048127,-118.468192
7329,large,?,?,164695,?,Midtown,34.078143,?
7330,large,6,2.5,346005,?,Outskirts,?,-118.327097
7331,11635,3,1.6760569271282209,467889,?,Suburbs,34.324364,?
7332,large,Three,1.8402691668202613,293981,?,Suburbs,33.997278,?
7333,large,Three,2.5,317123,19xx,Downtown,?,?
7334,8084,?,3.6284213160163814,421765,1936,Uptown,?,?
7335,5577,3,1.149253225687707,414407,?,Outskirts,?,-118.388889
7336,?,Three,?,597337,19xx,Downtown,?,-118.978087
7337,?,Three,2.5,711885,1988,Uptown,34.37113,-118.269221
7338,10116,Three,?,458404,?,Outskirts,?,-118.966863
7339,10929,?,?,565618,19xx,Suburbs,?,?
7340,?,?,3.721348003082416,716528,?,Uptown,34.445263,-118.810465
7341,?,4,?,313113,1960,Midtown,?,?
7342,?,?,2.5,520769,?,Downtown,?,-118.926774
7343,11009,?,2.5,356715,1975,Midtown,34.551008,-117.708308
7344,large,?,2.5,248999,?,?,?,-118.942176
7345,large,Three,?,750272,19xx,Suburbs,?,?
7346,6828,Three,2.5,544327,2017,Midtown,34.665209,-118.43315
7347,?,Three,2.5,345758,1934,Downtown,34.648694,-118.17369
7348,6781,?,?,448404,2023,?,?,-118.208793
7349,large,2,2.5,794722,1911,Uptown,?,-117.652591
7350,?,Three,1.6715877167743431,342136,1920,Midtown,?,-118.765491
7351,large,?,?,512171,?,Midtown,?,-118.531269
7352,11928,Three,1.4199174010620896,403601,1966,Outskirts,34.412472,-118.197766
7353,?,Three,2.193110494394744,672296,?,Midtown,34.302592,?
7354,?,Three,2.5,185909,19xx,Midtown,?,-117.991825
7355,?,Three,1.3347897742724784,244345,1975,Midtown,33.680578,?
7356,large,4,?,539445,1950,Uptown,?,-117.791399
7357,?,1,2.442600355070412,457824,19xx,Suburbs,33.877994,-118.416284
7358,large,?,?,331688,2010,Midtown,34.489357,-118.289586
7359,5439,?,2.5,659016,1976,Suburbs,?,-118.694407
7360,?,1,1.4711952707409537,731245,?,Midtown,33.633363,?
7361,?,Three,?,654703,?,Suburbs,34.76736,-118.872693
7362,large,?,?,484055,19xx,Uptown,?,?
7363,8534,?,2.5,625220,?,Midtown,34.443553,-118.050651
7364,?,Three,?,283194,1900,Outskirts,?,?
7365,large,Three,2.5,683245,19xx,Downtown,34.799471,-118.022878
7366,6500,Three,?,607262,1998,Downtown,33.864009,-118.143386
7367,?,?,2.784047195134406,700991,1972,?,?,-118.109063
7368,10432,3,?,174947,19xx,Downtown,33.809243,?
7369,?,?,?,779456,19xx,Downtown,34.231173,-117.872606
7370,?,4,2.5,548203,?,Outskirts,?,?
7371,9752,1,1.6152079931265835,595821,19xx,Suburbs,?,-117.507258
7372,5346,Three,2.8777010771086866,252925,1960,Outskirts,?,?
7373,?,4,3.454475321719781,281523,1954,Outskirts,33.635018,-118.129914
7374,8284,2,?,791774,?,Suburbs,34.524891,-118.574144
7375,8558,Three,?,526085,19xx,Suburbs,33.991642,?
7376,large,6,?,445992,19xx,Downtown,?,?
7377,4169,4,?,216629,?,Outskirts,?,-118.086368
7378,11730,?,2.5,261729,19xx,Suburbs,?,?
7379,?,Three,3.983648221283201,575156,1927,Uptown,?,?
7380,11262,2,1.8801285889186694,767367,?,?,?,?
7381,10182,2,3.221555250103642,118981,19xx,Uptown,33.95488,?
7382,4173,Three,2.5,371567,?,?,34.117814,?
7383,large,Three,1.571433339379185,432865,19xx,Uptown,?,?
7384,?,6,?,150488,?,Uptown,33.594671,?
7385,7816,?,3.155061663548611,700363,?,Midtown,?,?
7386,?,?,2.5,314377,2015,Downtown,?,?
7387,large,4,2.5,525305,1970,Downtown,?,?
7388,?,Three,2.5,382421,?,Outskirts,34.143053,-118.551626
7389,large,3,2.5,341937,?,?,33.85368,-118.240426
7390,large,?,2.5,208281,1933,?,34.005456,-117.984557
7391,4230,Three,?,388025,1981,Outskirts,?,-117.881312
7392,4721,Three,2.5497299918224003,536584,?,Suburbs,34.142263,?
7393,large,6,?,745785,2007,?,34.207217,-117.615263
7394,?,?,2.5,564666,19xx,Outskirts,?,-118.189716
7395,large,Three,2.5,703801,19xx,Uptown,?,?
7396,7194,Three,2.481378258986564,556332,?,Downtown,34.580105,?
7397,8587,2,2.5,302562,?,Uptown,34.585836,-117.888025
7398,large,Three,?,538327,1926,Downtown,34.49386,?
7399,large,6,2.5,252389,?,Suburbs,?,-118.944687
7400,large,?,2.753343833040369,730776,?,?,34.596263,-118.385715
7401,large,5,2.5,286698,?,Uptown,34.347099,?
7402,?,?,?,404495,1914,Suburbs,?,?
7403,?,?,1.4005439085413993,681726,19xx,Downtown,34.034971,?
7404,?,?,?,304438,1905,Midtown,34.710663,-117.889519
7405,10354,?,2.5,727406,1925,Downtown,34.351589,-117.530992
7406,?,Three,2.5,228148,?,Downtown,34.159601,-117.936686
7407,?,Three,2.5,428388,19xx,Uptown,?,-118.322575
7408,6455,?,2.5,102549,19xx,Midtown,?,?
7409,large,Three,2.774135614181316,653231,?,Uptown,?,?
7410,?,3,3.7614237204096614,608965,?,Midtown,?,-118.364958
7411,?,2,?,578311,2013,Midtown,?,?
7412,?,1,2.5,765249,2015,?,?,?
7413,11353,Three,2.5,690903,?,Outskirts,33.802128,?
7414,10664,?,?,207977,?,Midtown,34.038372,-118.709764
7415,9186,4,1.2668792009245167,277629,1933,Outskirts,?,?
7416,5474,?,2.5,565125,19xx,Downtown,?,?
7417,?,?,2.5,109705,1974,Outskirts,?,-118.590883
7418,?,Three,3.5335094388296735,463406,?,?,?,?
7419,large,?,2.5,507392,1994,?,33.888333,-118.497655
7420,large,2,2.5,482384,19xx,Downtown,?,?
7421,?,?,?,562197,19xx,Outskirts,33.678396,-118.704906
7422,7810,?,2.5,634853,?,Midtown,33.998919,?
7423,large,?,2.420745235968179,162063,19xx,Downtown,33.832339,-117.553944
7424,?,Three,2.5,462653,?,Suburbs,34.676277,-117.982817
7425,?,Three,?,471517,19xx,Uptown,?,-117.922014
7426,?,Three,?,147432,19xx,Uptown,34.409958,-117.925704
7427,?,?,2.5,680601,?,Midtown,?,-117.681617
7428,10108,Three,?,483013,19xx,Uptown,?,?
7429,large,?,1.5494495155611727,686293,19xx,Uptown,?,-117.918223
7430,6693,4,2.5,504638,?,Suburbs,34.317049,-118.996396
7431,4873,Three,1.9130294728768964,291624,?,Midtown,?,-118.76371
7432,?,?,1.9108968906533184,188553,19xx,Suburbs,34.152082,-118.313225
7433,6719,3,3.9444523643544214,687851,1961,Suburbs,34.065536,?
7434,10835,3,?,444286,?,Suburbs,34.278907,-117.812789
7435,?,2,2.5,147227,19xx,?,34.141246,-118.471029
7436,?,Three,?,143543,1990,Uptown,33.565017,-117.500439
7437,large,?,?,791400,1908,Downtown,34.035625,?
7438,large,?,2.5,601178,19xx,?,34.249894,-117.960889
7439,7272,?,?,295972,1914,Midtown,?,?
7440,6235,5,2.5,348701,1941,Outskirts,34.475962,-118.534975
7441,large,Three,?,492718,?,Suburbs,34.072412,-118.158923
7442,?,Three,2.5,642254,19xx,?,?,?
7443,?,Three,?,236707,19xx,Outskirts,?,?
7444,large,1,?,731180,?,Midtown,33.908517,-118.974137
7445,7828,?,2.5,680803,19xx,Midtown,?,?
7446,?,Three,2.5867669522210237,449358,1925,Midtown,34.020278,?
7447,large,Three,?,494798,19xx,Midtown,?,?
7448,?,5,?,481952,?,Downtown,34.387014,?
7449,large,?,?,257689,1985,Midtown,33.753726,?
7450,11147,?,2.5,526574,?,Downtown,?,?
7451,?,?,?,547211,19xx,Uptown,?,?
7452,large,Three,?,457854,1960,Midtown,33.82425,-118.230996
7453,10058,3,2.5,146301,?,Downtown,33.656127,-118.34672
7454,9310,?,?,691986,1998,Suburbs,34.134301,-118.792248
7455,large,Three,1.357222082915857,569927,19xx,Suburbs,?,-118.066749
7456,6519,Three,2.5,336789,1922,Uptown,?,?
7457,large,6,3.9035957321116923,226527,1982,Suburbs,34.725819,?
7458,large,Three,2.5,681869,19xx,Uptown,34.155876,-118.382738
7459,11013,Three,2.1564482233824993,406154,1928,?,33.804878,?
7460,?,4,2.5,797163,19xx,Uptown,?,-118.333717
7461,large,?,?,437302,1950,Uptown,33.995409,-117.750113
7462,?,2,2.5,164477,19xx,Uptown,34.043227,-118.877467
7463,9721,1,2.5,129125,?,Outskirts,33.589578,?
7464,large,?,3.7150180065008898,621542,?,Outskirts,34.158893,?
7465,large,Three,2.5,454476,19xx,Uptown,?,-118.981237
7466,large,?,?,768548,1907,?,?,-118.471128
7467,4219,?,?,618156,1901,Uptown,34.576826,-118.543071
7468,?,4,?,721122,?,Midtown,?,?
7469,7622,?,1.6845254309891744,207464,1991,Suburbs,33.695494,-118.952222
7470,large,3,?,788352,?,Midtown,34.259289,?
7471,9582,Three,?,263111,19xx,Downtown,?,?
7472,?,?,3.8338488794713537,366729,?,Midtown,?,-117.677312
7473,?,?,1.3595541225575318,548340,19xx,Midtown,?,-117.978362
7474,?,3,2.5,210170,?,Midtown,?,?
7475,?,1,2.5,631733,19xx,Outskirts,34.10718,-118.095904
7476,large,4,3.068386258115675,396246,2005,?,33.592697,-118.633469
7477,11015,?,2.5,754934,1946,Outskirts,34.691847,?
7478,?,Three,1.4628977290061669,621692,19xx,Uptown,34.728692,-118.220244
7479,large,3,?,621119,19xx,Midtown,33.866907,?
7480,?,?,3.4003945274797935,163450,?,Suburbs,?,?
7481,?,Three,1.1454381467608852,359141,1962,?,?,?
7482,?,?,?,262704,19xx,Suburbs,?,?
7483,?,3,?,175019,1966,Midtown,?,?
7484,?,?,3.7479304211969118,325836,?,?,34.635766,?
7485,?,1,3.1063148901618756,536062,?,Uptown,?,?
7486,?,?,?,514402,?,Downtown,33.899808,?
7487,7882,?,2.360252403394756,615878,2022,Downtown,?,?
7488,?,Three,2.5,739800,1926,Suburbs,?,-118.212573
7489,?,?,1.8512567915636722,594963,19xx,Midtown,?,-117.696782
7490,9209,3,2.5,570891,19xx,?,?,-118.480055
7491,large,?,3.3812967088326737,748503,19xx,Downtown,?,?
7492,large,?,2.5,574282,19xx,Suburbs,?,-118.673251
7493,large,5,2.3484973176675212,601555,?,Suburbs,?,?
7494,?,Three,?,663260,1984,Midtown,34.327848,-118.610632
7495,6856,?,?,139136,?,?,?,?
7496,large,?,2.5,457712,1913,Outskirts,?,-117.760399
7497,7217,?,3.470399726822761,703616,1905,Downtown,?,?
7498,?,?,3.858094513795137,742068,1964,Uptown,34.767288,-117.562896
7499,?,?,3.4217865120344686,155274,?,Outskirts,?,-118.612334
7500,large,2,?,110809,19xx,Suburbs,?,?
7501,?,2,2.7286868655435006,478142,?,Uptown,?,-118.333635
7502,large,Three,?,630002,2002,Midtown,33.580728,?
7503,6536,2,?,120542,?,?,?,?
7504,7521,?,2.5,113914,?,Midtown,34.556371,-118.584124
7505,4678,5,?,361774,?,Downtown,?,-118.949335
7506,?,Three,2.5,644717,19xx,Uptown,?,-117.833206
7507,?,?,2.6724909989424117,466290,1973,Outskirts,?,?
7508,?,Three,?,209553,?,Midtown,?,?
7509,7426,4,2.5,426553,?,Midtown,?,-118.200895
7510,11026,?,?,470783,1994,?,34.317212,?
7511,?,?,2.5,573493,?,?,?,-118.859175
7512,11992,6,2.5,743311,?,Uptown,34.066817,-118.880328
7513,?,3,?,325307,1964,?,?,-118.134854
7514,7215,4,?,758117,19xx,Uptown,?,-117.835947
7515,?,Three,2.5,608050,1974,Suburbs,?,-118.290912
7516,large,?,?,211408,19xx,Outskirts,?,?
7517,?,Three,2.5,725982,2012,Downtown,34.788969,-118.264991
7518,5759,Three,?,715552,19xx,Midtown,?,?
7519,large,Three,?,492052,?,Uptown,?,-118.941583
7520,large,?,2.7046658656495515,717872,19xx,Uptown,?,?
7521,?,Three,2.5,572580,1969,Midtown,34.489294,-118.638627
7522,7607,Three,?,602172,1912,Downtown,34.336439,-118.717557
7523,large,?,2.5,793118,19xx,Suburbs,34.311373,-118.205587
7524,6762,1,2.5,346806,1945,Uptown,34.122844,-117.654681
7525,large,Three,2.8615644925804005,629057,?,Outskirts,33.957174,-118.080137
7526,large,4,2.5,202442,?,Suburbs,?,?
7527,?,Three,?,594338,?,Midtown,34.37093,-117.927173
7528,?,5,3.9256706830084975,346974,19xx,Midtown,34.2192,-118.548859
7529,large,Three,?,562583,?,?,?,-118.171222
7530,large,?,?,134303,19xx,Suburbs,?,?
7531,large,4,?,476014,1907,Uptown,?,-118.043165
7532,5294,4,2.5,719558,1995,Outskirts,?,?
7533,9046,?,2.5,464473,1959,?,34.264215,-118.149647
7534,8075,?,1.4240210777785767,339708,19xx,Downtown,33.763861,?
7535,9856,?,?,701862,19xx,Downtown,34.500756,-117.6046
7536,?,Three,2.5,394634,?,?,33.540916,?
7537,large,3,2.5,595158,1972,Outskirts,33.699243,?
7538,10465,4,?,310812,1964,Suburbs,33.610334,?
7539,5894,4,2.5,619281,2020,Uptown,?,?
7540,?,1,?,441499,1974,Midtown,34.720684,?
7541,5501,?,1.9869960265052238,647751,?,?,34.242004,?
7542,?,?,2.5,729481,1902,Downtown,?,-118.755216
7543,?,?,2.5,719078,19xx,Outskirts,?,?
7544,large,Three,2.321587319574637,463066,2000,?,33.606196,-118.69432
7545,large,Three,2.324355067108734,240093,?,Outskirts,33.84359,-117.95665
7546,6754,5,2.5,794456,1900,Uptown,?,-117.804968
7547,8043,2,2.0948019380875413,465931,?,Uptown,33.807176,?
7548,4774,?,?,532467,?,Outskirts,?,?
7549,large,?,2.5,680640,?,Midtown,34.346969,-117.981254
7550,large,6,3.6838063391565745,120068,19xx,?,?,-118.301568
7551,4419,?,2.5,258605,?,Downtown,34.530148,?
7552,6751,?,3.2361992401004662,447492,?,Downtown,?,-118.098594
7553,?,4,?,384734,19xx,Downtown,34.664387,?
7554,large,?,2.520711273700532,748455,19xx,Downtown,?,-118.526804
7555,9575,Three,3.6830723873407947,336495,19xx,Suburbs,34.504964,?
7556,?,?,?,324198,?,?,34.02721,-118.457454
7557,?,1,?,140804,?,?,?,-118.547888
7558,?,4,2.5,146047,19xx,Midtown,?,-118.691194
7559,large,6,1.7794581678199983,714791,19xx,Suburbs,?,?
7560,large,3,?,458822,1905,Midtown,34.036451,-118.137571
7561,large,2,2.5,775681,?,Midtown,33.695826,?
7562,4900,?,?,490288,19xx,Outskirts,34.213078,?
7563,?,Three,1.5634090285760442,784657,1961,Suburbs,34.64655,?
7564,large,?,2.5,612035,1959,Outskirts,?,?
7565,large,1,2.5,314053,1967,Uptown,?,-117.847653
7566,?,2,2.5,456243,2022,?,34.509352,?
7567,?,?,2.5,636134,2009,Midtown,34.744326,-118.969791
7568,9070,?,2.5,412535,?,Outskirts,?,?
7569,?,?,2.5,472763,1924,Midtown,?,?
7570,?,Three,3.639422302759794,714501,19xx,Suburbs,?,?
7571,?,?,2.5,526784,?,?,?,?
7572,6944,3,2.5321685582773026,202822,?,Downtown,?,-118.108069
7573,large,6,2.5,207264,19xx,Downtown,?,-117.651756
