ID,LotSize (sq ft),Bedrooms,Bathrooms,Price ($),YearBuilt,Neighborhood,Latitude,Longitude
8126,9385,2,,?,19xx,Midtown,34.685647,-117.821105
8127,large,1,2.383690567041612,747208,1945,Suburbs,34.641014,-118.423023
8128,,,3.354463707453963,,,Midtown,,
8129,,Three,3.851919161037091,,,Outskirts,,
8130,,2,3.007582644214864,242755,1931,Midtown,33.609749,
8131,large,Three,2.5,?,1979,,,
8132,large,,,550582,19xx,Uptown,,-117.50215
8133,10622,3,2.5,,,Suburbs,,
8134,8068,6,2.5,505247,1945,Suburbs,34.201969,-118.251662
8135,large,3,2.5,,2009,Downtown,,-118.535213
8136,7839,,,?,1975,Uptown,,-118.0953
8137,6373,3,,?,19xx,Outskirts,,-117.820022
8138,10167,3,,,,Outskirts,,-117.679474
8139,4697,1,1.8711136915708977,713321,,Outskirts,34.78561,-117.521022
8140,,6,2.5,?,19xx,Midtown,,
8141,,2,2.5,?,,Suburbs,33.952463,
8142,11723,,2.070219998096888,,19xx,Downtown,,-117.893553
8143,,Three,,?,1905,Suburbs,,
8144,4353,Three,,,2001,Outskirts,,-117.783451
8145,,3,1.2156581482329951,?,1988,Suburbs,,-118.62638
8146,10128,2,2.3130150502825875,?,19xx,Outskirts,,
8147,9755,Three,2.0407926164443273,,1987,Uptown,33.791276,-118.650982
8148,7630,3,1.2406896167290877,427092,,Midtown,33.923012,-117.609857
8149,,Three,2.5,?,1955,Suburbs,,-118.971652
8150,,,3.7230173071995996,,,Downtown,,
8151,large,Three,2.5,616376,1910,,,
8152,,Three,2.6772081096657603,208457,,,34.567868,-117.69648
8153,,Three,,?,,Uptown,34.572672,
8154,7712,,2.5,740796,2017,Uptown,,
8155,,Three,1.923646862995052,184038,,Outskirts,,-117.588486
8156,large,6,1.1394982740945347,,1936,,,-117.813829
8157,7910,Three,1.3858287235751812,?,,,33.872454,-117.654185
8158,,6,2.5,777146,2022,Midtown,,
8159,8477,1,3.3634712336429167,?,19xx,Uptown,34.041232,-118.625784
8160,large,Three,2.5,?,19xx,,34.073792,
8161,,Three,2.3982164013551186,333191,19xx,Outskirts,34.206106,-117.898953
8162,large,,1.4659834893880541,465103,,Midtown,,-118.949047
8163,9218,Three,,,1913,Outskirts,34.380163,-118.298266
8164,large,5,,?,,Midtown,,
8165,large,,2.5,699698,1963,Downtown,34.465804,-118.724752
8166,large,Three,2.5,303353,1989,Suburbs,33.876251,-118.462032
8167,large,,3.154892339969117,331910,19xx,Downtown,,
8168,large,3,,733985,,Downtown,,-118.577174
8169,,,2.5,,19xx,,34.251458,
8170,9741,,,473171,1964,Downtown,,-118.398809
8171,,Three,,,2003,Suburbs,34.766259,
8172,large,5,2.5,?,,Uptown,,-118.729826
8173,large,,2.5,,1977,Midtown,,-118.04799
8174,,1,1.5541589484500355,?,,,,-118.114961
8175,,,,600498,,,33.769411,
8176,large,,3.6271290466138395,713613,2020,Downtown,34.06698,-118.60871
8177,,4,3.7341518944108527,334002,1900,,,
8178,8720,4,3.2963161543892747,,1992,Outskirts,,
8179,6178,Three,2.534481145244671,776559,19xx,,34.333397,-118.047411
8180,large,2,2.5,,,Downtown,34.142688,
8181,,,3.1042760122090387,?,,Midtown,34.712148,-118.746458
8182,,Three,1.3764306066665783,684751,19xx,Outskirts,34.094606,
8183,11259,,,,19xx,Suburbs,34.299971,
8184,5597,,,?,19xx,Suburbs,,-118.918107
8185,large,Three,,?,1953,Midtown,,-118.336699
8186,large,Three,2.657826141578681,,1996,Downtown,33.985225,-117.987563
8187,7259,4,1.8958894011375764,,,Uptown,33.520864,
8188,,Three,,,1906,,,-118.950995
8189,4912,1,2.5,?,19xx,Downtown,34.072253,
8190,,,2.5,371155,1931,,,-118.557391
8191,large,,2.4065924156203358,?,1998,Midtown,,
8192,9041,Three,,,,Outskirts,,-117.7373
8193,,1,2.5,?,19xx,Uptown,,
8194,large,Three,2.5,,,Suburbs,,-118.982498
8195,5415,,2.5,?,,Suburbs,,
8196,,1,,,,,34.766444,
8197,8994,,2.4291585230763895,,2010,,34.728438,
8198,,3,2.5,789312,1933,Uptown,33.92017,
8199,large,4,2.5,,,Downtown,34.016359,-118.579217
8200,large,1,2.5,261988,1974,Outskirts,,
8201,large,,2.5,,19xx,Uptown,33.936053,-117.78355
8202,8083,Three,3.343041477347401,,2019,Uptown,34.7917,
8203,large,,,?,19xx,Uptown,,-118.689494
8204,,,2.000981666101994,?,,Uptown,33.638253,-118.410363
8205,large,Three,,732664,,Downtown,34.245985,-117.515048
8206,8943,5,,462883,2006,Suburbs,,
8207,,,,354926,,Outskirts,,-118.900148
8208,10357,5,2.5,436397,19xx,Midtown,33.827096,-118.070209
8209,6800,Three,,?,,Midtown,34.177579,-118.403347
8210,11066,2,1.389906339090393,197074,1948,Suburbs,,-117.537064
8211,,Three,2.5,?,1996,,,
8212,7366,Three,2.238159128746065,,,Suburbs,,
8213,large,,,?,19xx,Midtown,33.681795,-118.965255
8214,,,2.5,300357,19xx,Outskirts,,-118.496785
8215,large,Three,2.5,,,Outskirts,33.856245,
8216,11707,Three,2.5,?,,Midtown,33.786891,
8217,9119,Three,,106263,1953,Uptown,34.293844,-118.507054
8218,9841,Three,2.926150958517576,,1976,Outskirts,,-118.044104
8219,5852,,2.5,768615,19xx,Suburbs,,-118.809864
8220,,,,?,,Uptown,,-118.679694
8221,,3,,410894,19xx,Midtown,,
8222,6427,Three,,,19xx,Midtown,34.728602,
8223,,Three,3.508921836561527,,,Downtown,,
8224,,,,?,2017,Suburbs,34.628318,-117.598741
8225,large,Three,1.6553423684655315,?,1993,Uptown,33.50061,
8226,,,,,19xx,Downtown,33.732966,-118.734461
8227,,3,2.389853139975053,744103,,Downtown,,-117.653758
8228,,,2.5169524514884953,,,,,
8229,10866,Three,,?,19xx,Downtown,,
8230,6592,,2.5,,,Suburbs,34.617763,-118.057518
8231,,,3.9848373115676274,399869,19xx,Suburbs,,-118.587022
8232,,5,2.5,?,,Downtown,,-118.47537
8233,,Three,2.4134232901875197,373367,19xx,Suburbs,,
8234,large,,1.6492420496787132,?,19xx,Downtown,,-118.916828
8235,,6,,?,,Midtown,33.827619,-117.522512
8236,11394,,2.9138426817960363,409641,19xx,Midtown,34.015469,-117.730454
8237,,2,3.908035200241506,,19xx,,,-118.839497
8238,11400,Three,2.5,?,2021,Suburbs,33.76451,
8239,large,Three,,,19xx,Downtown,,-118.546148
8240,large,2,2.5,134715,19xx,Downtown,,-118.650833
8241,4347,3,,,,Uptown,34.058064,-118.305596
8242,large,,2.5,,,Midtown,34.465855,-117.845415
8243,9591,4,2.3218505040643245,,19xx,Midtown,34.00787,-117.930027
8244,large,Three,,,1972,,33.572661,
8245,6954,Three,,235289,19xx,Downtown,33.858305,-117.712259
8246,large,6,3.9650724864023807,?,1926,Downtown,34.303128,
8247,10925,Three,2.5,789291,1926,,34.649832,-118.762813
8248,large,2,3.5339504246878093,,,Suburbs,,-118.567608
8249,large,1,2.5,?,,Downtown,,-117.886994
8250,,2,2.5,185321,1920,Uptown,,-118.329659
8251,large,,2.4447564395908135,751251,2011,Midtown,,
8252,,Three,,,1905,,,
8253,9804,,1.932909638210993,655618,,,33.60666,-118.657526
8254,large,Three,2.5,755093,1996,Uptown,,
8255,7189,,2.5,,19xx,Suburbs,34.084723,-118.252416
8256,,4,2.5,,,Outskirts,34.247859,-117.869567
8257,,Three,,192074,19xx,Midtown,,
8258,4267,Three,2.5,?,,Downtown,,
8259,10846,Three,,?,19xx,Outskirts,34.140307,
8260,large,2,2.5,699905,,Uptown,34.344105,
8261,,Three,1.007781544196496,,19xx,Midtown,33.588418,-118.318334
8262,,,2.5,748316,19xx,Uptown,34.760383,
8263,,3,2.5,796089,,Midtown,,-118.763462
8264,,,3.933782004149073,?,,Suburbs,,-118.853787
8265,7687,6,,?,1949,Suburbs,33.885431,-118.637981
8266,7355,,3.2828289542758116,570206,,,34.397701,
8267,large,4,2.5,,1955,Outskirts,33.656458,
8268,,,2.5,?,19xx,Outskirts,34.33938,-118.578158
8269,large,Three,1.2963225082077956,?,19xx,Uptown,,
8270,large,,3.3017630488915235,179443,,Midtown,34.316696,-118.228086
8271,large,Three,1.0298257407123868,?,19xx,Suburbs,33.708295,-118.191112
8272,7052,4,2.5,?,,Uptown,,
8273,,,2.5,611105,1910,Midtown,,
8274,,Three,1.3236832150395548,400729,,Outskirts,,
8275,11179,3,2.715783333954061,,1907,Suburbs,33.622611,
8276,large,6,,?,19xx,Midtown,34.641723,
8277,large,Three,1.244892036351611,718618,,Downtown,,
8278,11405,1,3.358656361989825,,2019,Midtown,33.548509,-118.930654
8279,6893,Three,2.1868562074684763,,19xx,,,
8280,large,3,2.5,608867,19xx,Uptown,33.755106,
8281,,,3.952291709686375,,19xx,Uptown,,-117.858081
8282,large,,2.5,,,Downtown,33.996047,
8283,8656,3,2.5,354255,19xx,Midtown,34.482096,-118.06345
8284,large,Three,2.5,,,Downtown,,
8285,large,Three,3.8916527390263824,?,19xx,Downtown,,-118.35989
8286,4243,6,,315292,1903,,,
8287,4678,3,2.686416532760129,,1993,Uptown,,-118.014499
8288,,,,,19xx,Outskirts,,
8289,large,Three,,219228,19xx,Midtown,,
8290,,Three,,,1925,Uptown,33.511045,
8291,,,3.3398603317696796,533994,1944,Uptown,33.505303,
8292,large,Three,3.0276094414396986,596190,1966,Uptown,34.750811,
8293,,Three,2.2956287925377,,19xx,Downtown,33.752516,-118.290089
8294,4426,,2.5133520536103378,,1989,Uptown,33.674865,-117.878731
8295,large,3,1.5398994867641962,?,2018,Suburbs,,-118.553316
8296,8102,,2.5,471048,19xx,Midtown,,-118.528409
8297,large,,1.1035117206788936,?,,Outskirts,34.722551,-118.902863
8298,10362,Three,,,1929,Uptown,,
8299,large,2,2.131977446729529,?,,Outskirts,,-117.689436
8300,,4,2.5,,,Uptown,,
8301,large,Three,2.9659796963171767,478318,19xx,Downtown,34.284427,
8302,large,Three,,622318,19xx,Outskirts,34.149347,-118.742652
8303,large,Three,2.7504765246393834,746601,,,34.096142,-118.46152
8304,6600,Three,,?,19xx,Suburbs,34.017731,-118.402272
8305,,Three,3.7251254172766615,669504,1904,,,
8306,large,Three,2.8953623689735273,,,Uptown,,
8307,,2,,,19xx,Outskirts,,-117.917074
8308,,,,?,19xx,Suburbs,34.174031,-118.032323
8309,4629,,,,,,,
8310,,2,3.315788901759628,180505,,Midtown,33.86858,-118.453711
8311,large,Three,2.5,652863,1923,Downtown,,-118.726522
8312,11447,Three,2.5,707714,,Downtown,33.709351,-118.565925
8313,6311,,1.7066378129830635,289061,,Outskirts,,
8314,6986,6,3.1852254596336014,?,,Midtown,,-118.914803
8315,7908,,2.5,?,,Uptown,,-118.216237
8316,large,Three,,365272,,Downtown,,
8317,4971,,,,,Outskirts,,
8318,5673,,2.5,,,Suburbs,34.349114,-118.975145
8319,,3,,440502,,Uptown,34.537667,
8320,large,2,,,19xx,Suburbs,,
8321,,Three,2.0178386152955268,,1908,Midtown,,-117.867487
8322,,Three,2.517051267551854,,19xx,Uptown,33.934076,
8323,6436,,,?,19xx,Midtown,,-117.821199
8324,,5,1.7991808604132955,?,2013,Uptown,33.662457,-118.136374
8325,large,6,,603449,19xx,,,
8326,7427,2,,?,1916,Downtown,33.853656,
8327,large,,2.102581061359038,?,,Midtown,34.33138,
8328,,1,,?,,,,
8329,,Three,3.3033153268257855,?,1986,Uptown,34.082759,-118.844387
8330,large,Three,2.5,207498,1926,Uptown,33.649562,-117.802357
8331,large,,2.5,,19xx,Suburbs,,
8332,10945,,3.429726396968919,,1915,Outskirts,34.106453,-118.773254
8333,7292,Three,,548207,,Downtown,34.556791,
8334,10436,,3.6536490247118514,,19xx,Outskirts,34.647493,-118.212896
8335,large,,,232771,,,33.559597,-117.53742
8336,4005,,3.8023742080547716,?,19xx,Outskirts,,
8337,,Three,2.63534836854228,?,1975,Uptown,,
8338,large,2,,?,1956,Uptown,33.534679,-118.054297
8339,8810,,1.7330942188078096,?,,Suburbs,33.98755,
8340,7495,,,462807,19xx,Suburbs,,-118.453984
8341,,Three,,?,19xx,,,
8342,8384,Three,,785617,,Midtown,33.540514,-117.93909
8343,large,,3.938268698331316,548969,1900,Midtown,34.322613,-118.478594
8344,large,,1.1448012400850966,,,,34.717378,
8345,6537,6,2.5,?,1984,Downtown,,-118.880743
8346,9107,,3.2954002341363404,544658,19xx,Midtown,34.363503,-118.969142
8347,4808,,2.777613487528233,?,19xx,Midtown,,-117.770178
8348,large,,1.870475091739876,?,19xx,Suburbs,33.609682,-117.809343
8349,9249,6,1.061339889448726,289072,1982,Uptown,33.601232,
8350,,Three,2.5,?,19xx,Downtown,34.749117,-117.893791
8351,large,,,?,1935,Outskirts,34.004682,
8352,5331,,2.5,?,,Outskirts,,-117.773582
8353,,Three,,387247,1940,Outskirts,,-117.914466
8354,large,Three,3.640572054807441,682014,19xx,Suburbs,,-118.369989
8355,,Three,2.5,,19xx,Midtown,33.825148,-117.58108
8356,,,2.171487525608696,?,19xx,Midtown,33.592279,
8357,7747,,2.08903371054657,623719,,Midtown,33.783693,
8358,large,3,1.509033245022732,?,19xx,,33.531949,-118.925619
8359,,3,,,1965,,,
8360,7742,Three,,?,1994,Outskirts,33.827228,-118.761236
8361,large,Three,,795808,,Suburbs,,
8362,large,3,2.4760620313367756,203424,,Outskirts,,
8363,,4,2.5,?,1963,,,
8364,,Three,1.7034581959020132,?,,Suburbs,34.55732,
8365,large,,,679459,,Uptown,34.747433,-118.515487
8366,,Three,2.5,722150,1976,Suburbs,34.054191,-117.896727
8367,,Three,2.5,?,,Midtown,,
8368,,Three,,457710,1986,Outskirts,,
8369,6075,3,2.5,?,1985,Midtown,34.799546,-118.629749
8370,,2,2.5,231537,19xx,Suburbs,,
8371,4094,Three,2.630917188302618,?,1939,Suburbs,,
8372,,,2.5,,,Outskirts,34.752634,
8373,large,Three,,,1999,,,-118.977807
8374,large,Three,2.1852282444806663,?,19xx,Uptown,,
8375,large,,3.081831086816754,?,,Downtown,,-117.564088
8376,7391,3,1.6809639964091683,?,19xx,Suburbs,,
8377,5462,1,,,19xx,Outskirts,33.502591,
8378,8600,Three,,,,,,-118.898938
8379,,2,3.6180681492364926,?,,Uptown,33.581036,
8380,,,2.5,,1925,Uptown,,
8381,6814,,,?,2002,Downtown,34.063723,-117.688448
8382,,1,3.1106900239887514,513765,,Suburbs,34.733581,-117.652087
8383,8411,3,1.2099522445183934,?,,Uptown,,
8384,8467,3,,?,19xx,Outskirts,,-117.865142
8385,large,Three,,,1920,Uptown,,-118.345082
8386,,2,2.5,555884,,,,
8387,5419,,2.5,?,,Suburbs,,-118.883773
8388,8529,Three,,,19xx,Midtown,,
8389,4039,2,,?,2011,Suburbs,34.063684,
8390,large,,2.234747170424091,675588,,Downtown,,-118.49125
8391,4800,Three,2.5,?,19xx,Suburbs,33.529535,
8392,6526,,2.5,,19xx,Downtown,,-117.772234
8393,6946,,,?,,Suburbs,,
8394,large,,,,1997,Uptown,,
8395,8428,Three,1.6923278085163174,,19xx,Suburbs,34.67611,-118.281382
8396,large,Three,3.5545318921430207,?,1946,Suburbs,33.765369,-117.700279
8397,10483,Three,1.6324196907532786,,1965,Suburbs,,
8398,5021,3,2.2448701829628193,?,2010,Outskirts,,
8399,large,Three,2.3525197064203454,?,,Uptown,34.546439,
8400,,Three,,?,,Outskirts,,
8401,4794,,,?,1952,Downtown,34.413742,-118.157812
8402,7229,Three,2.5,,,Midtown,,-117.831002
8403,large,Three,,?,19xx,Downtown,34.719895,-117.753597
8404,large,1,1.6122779851837636,135459,19xx,Suburbs,,
8405,large,,3.5210922030487,,19xx,Uptown,33.573701,-118.463631
8406,,,,,1991,Suburbs,,
8407,,,2.9580293110849887,,,,33.951405,
8408,9685,Three,2.5,?,19xx,Suburbs,33.806716,-118.397606
8409,large,5,2.5,,1931,Uptown,34.375959,-118.536393
8410,6765,Three,,?,2017,,34.563139,
8411,,Three,2.1131317382907517,?,,Suburbs,,
8412,,6,3.2030771012846055,?,,Suburbs,34.107893,
8413,,Three,,777326,19xx,Suburbs,,-118.112251
8414,,1,2.5187469127495694,,,Midtown,,
8415,4090,Three,,,1984,Uptown,33.962002,-118.106169
8416,large,Three,2.5,477396,19xx,Uptown,33.595376,-118.83123
8417,large,,2.8105494607575463,,19xx,Downtown,34.265478,-117.510956
8418,7941,Three,,,,Uptown,,-117.907868
8419,,2,2.5,238844,19xx,,33.673364,
8420,10298,4,3.7063912537103336,?,19xx,Midtown,34.457897,-118.898237
8421,large,4,2.5,,1903,Suburbs,,
8422,6858,Three,,,,Outskirts,33.663264,
8423,large,,2.2992890590606425,330126,1922,,,
8424,,Three,3.249077496581912,,,Downtown,34.22807,
8425,,2,3.2048594727663047,147202,,Suburbs,33.94998,-118.579481
8426,6668,,3.7267075031762524,?,1902,,,-118.074333
8427,,,2.544800644033767,106900,,Uptown,34.364213,-118.933731
8428,large,5,2.5,220648,,Downtown,,
8429,,6,2.5,,,Downtown,,-118.995732
8430,large,Three,2.5,,19xx,Outskirts,33.572357,-118.809527
8431,large,,,,1970,Downtown,33.720472,
8432,large,,1.1602283682637173,305783,,,,-118.974253
8433,10149,5,2.5,581848,19xx,,34.697861,-118.263491
8434,,,3.888171495473385,?,,,33.700633,
8435,5928,4,3.4487791357278392,734307,,Suburbs,,-117.722796
8436,large,3,,?,19xx,Suburbs,33.562585,-117.802372
8437,,6,1.7317446361651685,291730,19xx,Uptown,34.468104,
8438,large,Three,,,,Downtown,,
8439,,,3.853005729300873,156304,19xx,,33.799963,-117.844381
8440,10855,Three,2.5,496805,,Outskirts,,
8441,large,6,,353649,,Uptown,34.716677,
8442,large,,2.5,?,,Suburbs,34.734136,
8443,8249,Three,3.8168318842935554,,1958,Downtown,,
8444,,,1.2564514679265368,721515,,Uptown,,
8445,5809,Three,1.4898257121742415,,,Outskirts,,-117.796767
8446,7153,Three,2.746442723904228,541255,19xx,Suburbs,,
8447,,,2.5,,1938,Downtown,34.009819,
8448,,2,2.6140050258921272,?,19xx,Downtown,,
8449,,5,2.5,,,Outskirts,,-118.987362
8450,11457,5,,,1913,Suburbs,33.524018,
8451,4255,Three,3.2235515100909926,?,1902,Uptown,,-118.974439
8452,,Three,,588774,19xx,Outskirts,34.621625,-118.684115
8453,,Three,2.5,?,1908,Downtown,33.848968,
8454,,6,1.6405248180968317,525974,,Midtown,,-117.814945
8455,large,5,,,19xx,Uptown,,
8456,large,6,2.5,?,,Midtown,,-118.152046
8457,9530,,1.3286267272458476,,19xx,Suburbs,,
8458,,Three,,,1957,Uptown,,
8459,10872,,,528213,,,,
8460,large,6,1.5627523672592196,,1916,Uptown,34.56549,-118.066315
8461,large,Three,,,,Downtown,33.666979,
8462,,,2.5,,,,33.940604,
8463,large,,2.5,?,,,,-117.546377
8464,large,,2.5,,19xx,,,-118.561176
8465,,,,,19xx,Midtown,34.51781,
8466,,Three,2.5,?,,Downtown,34.200935,
8467,7145,5,,,19xx,Suburbs,34.291676,
8468,8749,Three,,?,19xx,,,
8469,,1,3.1306211181699624,750162,1920,Uptown,,
8470,,Three,2.5,?,1921,Outskirts,34.664653,-118.637088
8471,large,4,1.482324480664408,?,,Suburbs,,-117.927806
8472,large,Three,,,19xx,Outskirts,,
8473,large,3,,,1928,Uptown,,-118.649982
8474,large,6,,,,Outskirts,,-118.294957
8475,,2,,?,1912,Midtown,,-118.457585
8476,6190,,2.222483224316977,317465,19xx,Uptown,,-118.034702
8477,,Three,1.2761196489130673,,,Uptown,34.417596,-118.585465
8478,large,,2.5,?,,Outskirts,34.475615,-118.036127
8479,,2,2.5,?,1927,Downtown,33.629564,
8480,10149,,2.5,?,2002,Midtown,,-117.571444
8481,,,1.5922775572685828,110951,2005,Uptown,34.239895,-118.53308
8482,large,Three,1.0926058714237188,,2007,Suburbs,,
8483,large,Three,,,2013,,,
8484,,Three,,?,19xx,Downtown,34.364423,
8485,large,6,2.5,442805,19xx,Downtown,34.721869,
8486,,,2.5,?,19xx,Uptown,,
8487,,Three,3.576462740878628,?,1941,Outskirts,,-118.696566
8488,6916,3,3.8797477305565256,222294,,Midtown,34.798542,-117.828576
8489,large,3,,,19xx,Outskirts,,
8490,large,,1.9332786335696066,,2021,Uptown,,-118.594706
8491,,Three,2.5,?,19xx,Uptown,,
8492,,Three,1.1987393450207278,523754,1997,Uptown,34.387282,-118.747011
8493,,Three,3.525215219534139,?,1905,Suburbs,33.643632,-118.513871
8494,,Three,,?,19xx,Downtown,,-117.902158
8495,5215,2,2.5,?,19xx,Outskirts,,
8496,large,4,2.5,360981,19xx,,34.201277,
8497,6375,Three,,,1945,Suburbs,,-118.136062
8498,,2,2.0548571523330925,405769,19xx,Uptown,33.935457,-117.849364
8499,large,6,2.5,?,19xx,Midtown,33.75979,
8500,5808,Three,,712867,1979,,,
8501,large,2,2.5,,1965,Outskirts,34.313381,-117.82219
8502,11960,Three,,?,,Suburbs,,
8503,large,2,3.5569062212014586,764721,19xx,Uptown,,-118.052988
8504,6207,,,?,1928,Suburbs,,-118.941148
8505,,Three,2.5,?,,Midtown,,-117.770205
8506,5453,2,2.5,445829,19xx,Midtown,,-118.779444
8507,,6,,,1954,Downtown,34.279015,-118.96845
8508,large,4,,?,,Uptown,33.909695,
8509,large,,,217629,,Midtown,34.441266,-118.152816
8510,8114,Three,2.5,,19xx,Outskirts,,-118.781455
8511,11047,4,2.5741717117255614,?,19xx,Uptown,,
8512,,6,,?,1991,Suburbs,,-118.754289
8513,,2,,353795,19xx,,,-117.881706
8514,5443,4,2.721196494011113,159484,,,34.42732,
8515,large,,2.5,228204,19xx,Suburbs,34.608725,
8516,large,3,,,19xx,Uptown,34.304314,-117.939933
8517,,Three,2.959143063237353,723257,19xx,Suburbs,34.660259,-118.438697
8518,,4,3.74654421692943,355632,,Outskirts,34.66518,-118.27966
8519,10629,Three,2.5,?,,Downtown,34.220258,
8520,7067,Three,,,19xx,,33.746836,
8521,,2,2.347981222214841,?,1902,Downtown,34.38057,-118.915505
8522,large,,2.5,?,1989,Uptown,,
8523,,Three,3.6562789693056987,268782,1969,Downtown,34.588254,-117.855371
8524,9509,5,,?,,Midtown,34.367041,
8525,8835,,2.5,,19xx,Suburbs,33.803166,-118.68487
8526,10731,Three,2.5,,1960,Midtown,34.023097,-118.682545
8527,11145,,2.5,?,19xx,Uptown,34.148365,
8528,7826,3,,549331,,Suburbs,33.873913,-118.364633
8529,10829,Three,,,,,,-118.680479
8530,8654,,2.5,,19xx,Suburbs,,-117.723069
8531,9589,,3.9052073045731293,201973,19xx,Downtown,,
8532,,Three,2.5,,1974,Midtown,33.98954,-117.714919
8533,large,,,?,1964,Outskirts,34.700048,-118.14667
8534,large,,,,19xx,Midtown,,
8535,8566,3,1.1025320408015626,,19xx,Outskirts,34.659578,-117.979555
8536,large,5,,?,19xx,,,-118.838841
8537,large,,2.5,,,Downtown,34.021689,
8538,,5,2.5,184132,,Uptown,,
8539,large,Three,2.5,?,,Midtown,,
8540,,,2.5,568089,19xx,Uptown,33.870709,
8541,large,Three,2.5,219843,19xx,Downtown,34.176457,-117.524127
8542,large,4,,369726,,Suburbs,,
8543,large,Three,,479850,1997,Suburbs,34.530626,
8544,large,Three,2.5,186198,19xx,Outskirts,34.240997,-118.991487
8545,9545,4,2.5,,19xx,,,
8546,6218,1,,559029,2011,Uptown,,-117.80222
8547,,Three,1.594511839671904,,1943,Uptown,,-117.815467
8548,large,6,,614068,,Outskirts,,
8549,7779,3,,?,1930,Suburbs,33.940582,-117.589472
8550,,,2.6105158894005296,,19xx,Suburbs,,-118.555092
8551,9453,4,2.5,?,1966,Downtown,33.758974,-118.994647
8552,,4,2.488297776804287,,,Midtown,,
8553,9238,Three,3.1066172693684817,131305,19xx,Uptown,,
8554,large,6,1.2278770454199754,,19xx,Suburbs,,-118.985323
8555,large,Three,3.7321097863901533,528487,,Downtown,33.906059,
8556,8207,Three,3.2584198208119717,348551,19xx,Downtown,,-117.735573
8557,8757,Three,,472065,19xx,Suburbs,33.926584,-118.658541
8558,,Three,2.6168446252285005,243400,1984,Outskirts,34.060676,
8559,,,,?,,Uptown,33.669309,
8560,,6,2.5,?,,Uptown,34.768882,
8561,,Three,2.5,,,Midtown,,-118.329792
8562,8788,2,,261401,2000,Outskirts,,
8563,4126,Three,1.0607480635565105,768197,19xx,,34.066534,
8564,7176,4,3.0746795046276745,774430,,Outskirts,,-118.318806
8565,large,5,2.5,,19xx,Outskirts,34.421684,
8566,4085,Three,3.448511019982597,,1902,Uptown,,
8567,large,6,,?,,Downtown,34.718459,-118.72623
8568,,,2.5,,1904,Uptown,34.550462,-118.134708
8569,,Three,,,,Uptown,34.559669,
8570,5844,Three,2.5,704641,,,34.442623,-118.755987
8571,large,4,1.0229360701168906,738201,1961,,,-118.349842
8572,large,,,,,Downtown,33.588927,-117.844612
8573,4218,,2.5,?,1968,Midtown,34.520015,-118.101054
8574,large,Three,2.5,,1935,,,-117.509807
8575,,Three,1.4168326063454664,,19xx,Outskirts,,
8576,7993,6,2.5,?,1940,Midtown,34.050424,
8577,,,3.4668637504386703,?,,Downtown,,-117.760693
8578,large,,1.6613431776970928,,19xx,Outskirts,34.677931,
8579,large,,2.4387049793330595,,19xx,Outskirts,,
8580,,Three,,,2020,Outskirts,,
8581,large,2,2.45048337440543,215403,1976,Outskirts,,-118.291671
8582,large,,2.5,,1958,Downtown,,
8583,9519,3,2.5,,1902,Suburbs,,
8584,,3,1.3240162047070798,?,19xx,Outskirts,34.129415,-117.822514
8585,large,,,177320,,Midtown,,
8586,,Three,1.240273147906723,?,19xx,Outskirts,,
8587,9099,,3.2642901350987854,,,Outskirts,34.44304,
8588,,1,,?,19xx,Outskirts,,
8589,,Three,2.5,488434,19xx,Uptown,,-118.577028
8590,,Three,2.5,618290,,,,-117.970563
8591,5393,5,2.5,?,,Uptown,,-118.47003
8592,,2,,618646,19xx,,,
8593,10581,,,?,19xx,Midtown,,-117.999264
8594,large,Three,,139454,1908,Midtown,,-117.91194
8595,,Three,2.5,,19xx,,,
8596,8781,1,2.5,,,Outskirts,34.071453,-118.461545
8597,8322,3,2.5,,1933,Downtown,,-118.975977
8598,,1,2.5,?,,,33.618954,-118.30583
8599,11350,5,2.5,,,Suburbs,34.609515,
8600,8969,4,2.5,163931,19xx,Outskirts,,
8601,7204,Three,3.623115729088557,175075,,Midtown,,-118.313902
8602,11832,6,2.3637605899387815,471753,1998,Suburbs,33.98612,-118.90208
8603,,1,2.604010522148566,778903,,Outskirts,34.027814,
8604,,Three,2.5,726914,19xx,Midtown,,-117.502858
8605,6536,Three,,157507,19xx,Midtown,34.745193,
8606,9508,5,3.522713334101082,?,19xx,Outskirts,,-118.925542
8607,,Three,2.5,678478,2011,Uptown,33.92148,-118.0034
8608,6861,,2.5,,,Uptown,34.246433,
8609,10996,,,?,19xx,Outskirts,34.095545,-118.11826
8610,,,,567246,2019,Uptown,33.693726,-118.905849
8611,large,Three,2.0788194597011573,?,1966,,33.954526,-117.607629
8612,large,Three,,294268,,Uptown,,-118.890748
8613,,Three,1.234141054483917,?,2016,Downtown,,-117.626218
8614,,1,2.5,,19xx,Midtown,33.928588,-118.008933
8615,8433,Three,2.5,337749,,Outskirts,33.75493,
8616,,,,,19xx,Outskirts,,-118.024973
8617,large,Three,,425639,2023,Downtown,,
8618,large,Three,3.013540189842896,?,1959,,,
8619,4851,6,,?,,Uptown,33.908549,-118.593828
8620,,,2.5,649064,19xx,Midtown,,-117.621147
8621,,Three,2.5,587180,,Uptown,,-117.843602
8622,11784,Three,3.589504941491617,752424,19xx,Downtown,34.489843,-118.799809
8623,large,1,1.1105721609432353,?,19xx,Suburbs,,
8624,5565,2,2.4482071788085777,?,2006,Suburbs,,
