ID,LotSize (sq ft),Bedrooms,Bathrooms,Price ($),YearBuilt,Neighborhood,Latitude,Longitude
8979,large,6,1.0660079384909473,197749,1987,Suburbs,,
8980,11271,,2.483263399603068,518448,,Outskirts,34.511143,
8981,,,2.5,384259,19xx,Midtown,34.266413,
8982,large,1,1.861080933410162,116301,19xx,Midtown,,
8983,,3,1.685396205495625,270110,19xx,Outskirts,33.537683,
8984,,Three,,484855,19xx,Uptown,34.432353,-118.723837
8985,9673,3,,396139,,Suburbs,,-118.944897
8986,,2,,632022,19xx,Downtown,34.156942,
8987,,2,2.5,594944,,Midtown,33.687064,
8988,,,1.1195695499206988,655783,,Suburbs,34.0397,-118.396344
8989,,Three,2.5,511417,1960,Downtown,,
8990,6342,6,3.7641421513494033,298793,,,,-118.771702
8991,6068,3,,115484,,,,
8992,,Three,2.2674433060289534,384479,19xx,Suburbs,,-117.854295
8993,,Three,,612970,1973,Downtown,34.318665,-118.504224
8994,6367,,2.5,182782,,Uptown,,
8995,large,Three,2.322867851123159,769905,19xx,Uptown,34.714205,
8996,large,Three,3.515558157292836,328935,19xx,Outskirts,33.522577,
8997,8529,2,2.5,753437,19xx,Uptown,33.506664,
8998,,Three,,269002,1952,Suburbs,,
8999,large,,2.5,460560,,,,-117.826161
9000,9952,4,1.1471893206323531,535830,1966,,,
9001,large,1,2.5,451498,19xx,,34.340093,
9002,large,2,,500762,1995,,33.568214,
9003,,2,,571686,19xx,Outskirts,,-117.774294
9004,large,2,,352262,,Midtown,,-118.993328
9005,5589,3,,573298,19xx,Midtown,,
9006,large,,,480277,1906,Downtown,,-118.95781
9007,large,2,2.7937783954202686,357238,19xx,Midtown,,-118.258345
9008,,,1.893794431833878,382200,1911,Outskirts,,
9009,,Three,,491107,1937,Midtown,,-118.076184
9010,,Three,,347082,19xx,Downtown,33.731069,-118.648797
9011,8677,,2.5,241402,19xx,Downtown,,-117.958135
9012,8449,Three,2.5,761661,1922,Midtown,,-117.828611
9013,,5,2.5,594272,,Midtown,34.291104,
9014,,Three,2.5,236800,19xx,Downtown,,
9015,9573,4,2.5,794632,19xx,Outskirts,,-118.462614
9016,7736,Three,,135861,19xx,Uptown,,
9017,8786,Three,2.5,333326,1947,Uptown,,-117.536951
9018,large,Three,,189712,1996,Downtown,34.181642,-118.57208
9019,,Three,1.5649763709125812,156915,2013,Downtown,33.846616,-118.832902
9020,large,Three,,748704,,Suburbs,,-117.760859
9021,9053,,2.5,411395,19xx,Outskirts,,
9022,5191,Three,2.391042330581246,224752,1985,Suburbs,33.517507,-117.888507
9023,large,,,294083,1954,Midtown,33.681127,-118.897915
9024,5650,4,2.5,421743,,,34.286252,-118.410888
9025,,,,116848,19xx,Uptown,,-117.785861
9026,11766,Three,3.1603448672448566,259775,1979,Downtown,34.561306,-118.830369
9027,large,Three,,347433,,Downtown,33.907499,-117.698444
9028,7344,Three,2.5,239937,,Suburbs,,
9029,,5,1.5835585030053851,320827,19xx,Uptown,,-118.835177
9030,large,Three,,137670,,Uptown,,-118.870763
9031,large,2,,777655,1907,Suburbs,,-117.857016
9032,large,Three,,175662,1974,Outskirts,,
9033,,Three,2.5,695559,19xx,Midtown,,
9034,large,,,266606,1982,Suburbs,34.317594,
9035,10471,1,2.499777783777427,742844,19xx,Uptown,,-118.605432
9036,large,3,2.559473877089556,552549,1947,Downtown,,-118.190484
9037,large,2,2.5,542585,19xx,Midtown,34.016314,-118.543224
9038,,Three,2.5,331451,,Suburbs,34.067094,-118.139516
9039,7558,,,522521,1942,Outskirts,,
9040,8802,1,,248729,,Midtown,,
9041,9751,2,2.4011323084919978,689986,,,33.777521,-118.761025
9042,large,Three,2.5,784281,19xx,Midtown,33.983614,
9043,large,Three,2.5,692859,2023,Suburbs,,-118.836773
9044,large,,2.5,480103,19xx,Suburbs,34.259586,-117.986375
9045,large,,2.5,439495,1907,Suburbs,34.109352,
9046,,,,366605,,,33.81078,-118.375025
9047,,,2.5,783730,1947,Suburbs,,
9048,,5,3.3033331107424977,776813,19xx,Suburbs,33.681111,
9049,,,2.5,500822,1971,Uptown,33.648929,
9050,8282,2,2.20512198946681,367961,,Suburbs,,
9051,,5,2.5,259926,,Uptown,34.6438,
9052,5287,3,,595490,,,33.5155,
9053,large,,3.8508638271049396,149392,,Outskirts,33.623789,
9054,,6,2.1111305726903424,563542,19xx,Suburbs,,
9055,9221,1,,323578,19xx,Uptown,,
9056,large,Three,3.576615106439335,732530,19xx,Downtown,34.686941,-118.498564
9057,,Three,2.5,457412,,Suburbs,33.719379,
9058,,Three,2.8183313576958686,537753,19xx,Downtown,34.205449,
9059,large,Three,2.5,508890,,Midtown,34.368698,-118.684457
9060,,,2.2464374284245965,290536,19xx,Suburbs,33.665155,
9061,8281,Three,2.5,368317,19xx,,33.782237,
9062,large,1,3.958877528665174,715145,19xx,Suburbs,,-118.583819
9063,10596,,,739091,,Outskirts,34.677219,-117.561017
9064,large,5,3.4801755585294023,381628,19xx,Outskirts,34.602845,-118.327314
9065,large,3,,529810,19xx,Suburbs,,
9066,8373,Three,,101628,19xx,Outskirts,34.309845,-118.202754
9067,large,3,1.1635764158701856,332637,19xx,Downtown,34.112203,-118.242666
9068,,,2.5,318627,1954,Downtown,,-118.853007
9069,large,Three,,288570,19xx,Downtown,,-118.348849
9070,,,2.55838073218647,658535,1996,Suburbs,,
9071,,,,375582,19xx,Downtown,,-117.760737
9072,large,6,1.533567232003219,415688,19xx,Midtown,34.771218,
9073,10934,,2.397388940701121,457916,,Suburbs,33.587715,-118.937315
9074,large,Three,2.4753376584231837,552418,,Suburbs,,-118.393112
9075,10197,,,343532,,Suburbs,33.728257,
9076,large,Three,,109205,,Downtown,,
9077,large,,,495016,19xx,,,-118.137382
9078,4170,1,2.5,444932,,Downtown,,
9079,5673,6,,147035,19xx,Outskirts,34.484242,-118.722646
9080,,Three,3.3769728946479645,418126,,Suburbs,,-117.970407
9081,large,,,472810,,Downtown,34.040948,
9082,11459,,2.421245004028753,237104,1998,Uptown,33.772598,
9083,large,5,2.5,557850,19xx,Downtown,34.203376,
9084,large,,2.5,360167,1940,,34.009044,
9085,,,,244296,,Downtown,,-118.965542
9086,,Three,,555242,1935,Suburbs,33.668364,
9087,5974,5,,340294,1902,Downtown,,
9088,large,Three,,777366,1981,Midtown,,
9089,,Three,,137648,1930,Suburbs,34.155829,
9090,large,6,2.5,581085,19xx,Outskirts,,-118.926243
9091,7381,Three,1.1399616683574783,206034,19xx,Uptown,,-118.023719
9092,11076,4,2.5,498850,,Uptown,34.733219,
9093,large,5,1.166497421110535,353650,,Outskirts,,
9094,,1,3.980873137127704,455648,,Midtown,,
9095,,,,483028,,Suburbs,,-118.831595
9096,large,,1.331328971845666,653585,,Uptown,,-118.648233
9097,5231,Three,2.5,543781,19xx,Midtown,33.836146,
9098,large,,3.823932160576062,418428,1931,Suburbs,34.50061,-118.146157
9099,large,,2.5,749486,19xx,Downtown,34.708033,
9100,,6,,541366,1918,Uptown,33.77838,
9101,8235,Three,2.5,350809,19xx,Downtown,,-118.085083
9102,,,2.5,423896,1979,Uptown,33.766087,-118.597633
9103,,Three,2.5,277497,19xx,Downtown,33.593036,
9104,,Three,,628374,1967,Downtown,,-118.408041
9105,,Three,,346604,19xx,,33.862222,-118.427671
9106,large,Three,2.5,512746,1923,,,
9107,,5,2.068364922538695,754807,19xx,,,
9108,,Three,2.5386360629951557,339221,1999,Downtown,34.225605,
9109,,Three,,479270,,Downtown,,
9110,7758,Three,,703466,19xx,Outskirts,33.596291,
9111,,6,,283031,1965,,34.166931,
9112,7183,Three,2.5,629259,1935,Midtown,,
9113,large,,2.5,574609,19xx,Downtown,,
9114,large,,2.5,397967,,Midtown,,
9115,large,1,2.5,225291,1902,Midtown,,
9116,8379,Three,,788443,1944,,,
9117,10368,6,2.537770685760696,365379,19xx,Downtown,,-117.827009
9118,,,2.7021996221031994,642796,,Midtown,33.712133,
9119,large,3,,197161,1926,Midtown,,
9120,large,,,425636,19xx,Suburbs,33.705378,
9121,,,2.5,486090,19xx,Outskirts,,-118.869519
9122,large,,3.8268497651247477,354789,19xx,,,
9123,8505,Three,2.2639818375519387,529003,1977,,34.736234,-118.445297
9124,,,,184391,,Outskirts,,
9125,,,1.3205787823829742,261500,19xx,Uptown,33.900355,
9126,4371,Three,2.5,488943,1941,Midtown,34.411888,-118.420317
9127,large,,1.1839426881378472,396996,,Midtown,33.604824,-117.572235
9128,,6,3.968795017179961,382493,1954,Suburbs,33.763219,-118.883079
9129,large,6,2.5,297502,19xx,Midtown,,
9130,5028,,2.5,621769,19xx,Outskirts,34.123935,-118.841596
9131,,6,2.5,671657,19xx,Uptown,34.745832,
9132,large,6,3.415782300837292,600860,19xx,Suburbs,33.97008,
9133,,Three,3.126445719657163,340634,1911,Midtown,33.65464,-118.735127
9134,,Three,2.7682548168146752,531127,19xx,Outskirts,,-118.974065
9135,9638,Three,2.5,201431,1978,,,-118.505283
9136,,,2.5,284537,1996,Downtown,,-117.972224
9137,,,,797925,1962,Downtown,34.674536,
9138,6158,1,2.314413860916417,218246,,Midtown,33.804274,-118.186236
9139,9585,Three,2.5,797673,19xx,Uptown,,
9140,large,6,,665819,,,34.724452,
9141,,5,1.5889390538468344,350847,,Uptown,34.433851,
9142,,,2.2652651258401004,199994,,Suburbs,33.583182,
9143,8979,4,2.1018346666197205,752795,2001,Outskirts,34.098435,
9144,large,6,,772837,19xx,,33.891851,
9145,9938,2,,360674,,,,
9146,large,,3.6551728471314715,232367,1986,Uptown,34.261432,-118.144568
9147,large,Three,2.5,118297,,,,
9148,large,3,2.3229213317510187,310569,,Midtown,34.562498,-118.907838
9149,6031,Three,2.998052461598149,661803,19xx,Uptown,33.581147,
9150,,,1.472521449880834,533459,,Midtown,,
9151,,,2.250543862905772,457577,2005,,33.862067,-118.20446
9152,large,,1.2989371707957393,312020,,Outskirts,34.656755,
9153,large,4,2.6067061228651967,137535,19xx,Midtown,,-118.604179
9154,10501,,2.451760749612066,412807,,Uptown,,-118.383534
9155,large,Three,2.5,532668,,Downtown,34.137132,-117.678173
9156,6107,Three,2.5,337004,2011,Downtown,,
9157,,Three,3.317689201560899,215511,19xx,Suburbs,,-117.597461
9158,10783,Three,,745313,19xx,Suburbs,33.693916,
9159,,4,3.879056554377903,293639,1920,Downtown,,-118.640591
9160,large,Three,,411086,1969,Outskirts,,
9161,large,,,326716,1982,Downtown,33.625913,-118.496061
9162,large,Three,,158117,19xx,Outskirts,34.304165,-117.788758
9163,large,,,459652,,Downtown,34.371545,-118.314767
9164,6981,,1.951362257178178,777532,1974,Downtown,,
9165,,Three,,264823,1952,Downtown,,
9166,large,Three,2.3832657712160907,318288,2001,Suburbs,34.5905,-118.335918
9167,large,4,,424291,,,,-118.855791
9168,,,2.5,354515,1972,Outskirts,33.867056,
9169,4685,,,147097,,Outskirts,,
9170,large,Three,2.5,142374,2022,Outskirts,33.988386,-118.433697
9171,large,,2.5,206036,,Suburbs,33.511066,
9172,5605,,3.545776258577,317897,,Uptown,34.459387,
9173,,4,,793522,1920,,,
9174,,,1.1447678388448748,137280,1917,Outskirts,,-118.734003
9175,,6,2.5,762170,,,33.861601,-117.895104
9176,5140,,3.570445172155098,664041,1978,Outskirts,,
9177,,Three,1.3604301743619205,701628,19xx,Uptown,34.660613,-117.567038
9178,large,Three,2.6866224445165887,173897,,Downtown,,
9179,large,,3.8896361062257827,257325,,Uptown,,-118.468515
9180,5945,,,342914,1911,Suburbs,,-118.722052
9181,,,,288891,19xx,Uptown,33.871262,-117.587608
9182,7515,1,3.709272203615437,450078,,Outskirts,,-117.715034
9183,6739,1,,645222,19xx,Suburbs,33.958599,
9184,large,Three,2.5,458845,1923,,34.031093,-118.313443
9185,large,,2.5,678071,19xx,Uptown,,-118.013555
9186,large,Three,2.5,759400,19xx,Outskirts,,
9187,,,3.755234781073432,751421,19xx,Midtown,34.286039,-118.435141
9188,,Three,2.5,364827,19xx,,34.332088,
9189,,,1.3980800413751364,274420,1984,Midtown,,-118.112813
9190,,3,2.5,409403,19xx,Outskirts,34.476573,-118.91406
9191,4937,,2.5,472667,,,34.507041,-117.790557
9192,,Three,,348108,19xx,Uptown,33.740454,
9193,10433,Three,2.5,633225,,Outskirts,,-117.505213
9194,,,,134020,19xx,Downtown,33.776244,-118.309517
9195,,,2.5,589215,1961,,33.786184,-118.605999
9196,large,,,745384,1930,,33.7589,
9197,,6,,584029,1939,Midtown,34.455374,-118.173969
9198,large,5,,648496,1906,Midtown,,
9199,,Three,,634995,19xx,,,-118.939293
9200,4708,,2.2089871768108287,627547,,Midtown,,
9201,7290,Three,2.5,341446,19xx,Suburbs,33.951466,-118.625523
9202,large,Three,3.434708354969268,201850,,Outskirts,,
9203,,2,2.3293358470080983,675958,19xx,Uptown,34.796421,
9204,large,,,623781,1978,,34.203323,
9205,,Three,1.0188867913768935,258528,19xx,Uptown,,-117.620299
9206,,,,694014,19xx,Outskirts,34.548202,
9207,large,Three,,354295,19xx,Uptown,34.265674,
9208,,,,648325,19xx,Suburbs,,
9209,large,,2.4895051048283454,663073,1979,Downtown,,-118.905461
9210,7235,Three,2.5,616185,19xx,,,-118.610171
9211,,Three,3.9445552359035627,695329,19xx,Suburbs,34.059853,
9212,,3,,277694,2010,Suburbs,,
9213,,1,2.5,249259,,Midtown,33.543792,
9214,4532,6,,106464,1991,,34.676058,
9215,,,2.622768204979929,740230,,Uptown,33.772395,
9216,,,2.0728400870401975,700142,,Midtown,,-118.856498
9217,,5,,151780,1910,Outskirts,,-118.617905
9218,,Three,,139402,1996,Suburbs,,
9219,5377,6,2.5,659068,1948,Suburbs,,
9220,,,2.5,505755,,Uptown,,-118.004473
9221,6384,2,,613912,1995,Outskirts,33.720459,
9222,large,Three,2.5,417239,1985,Downtown,,-118.278331
9223,,Three,2.5,351976,,Suburbs,,-117.516748
9224,8600,,2.5,722547,1953,Downtown,,
9225,large,Three,2.5,139650,19xx,Outskirts,34.729489,
9226,7036,1,2.5,641203,19xx,Uptown,34.794527,
9227,large,Three,,416965,,Outskirts,34.302352,-117.644675
9228,,,1.925662965087254,377188,19xx,Downtown,33.656163,
9229,4437,,2.5,706584,1982,Midtown,,
9230,,,,130427,1998,Uptown,,
9231,large,Three,,518398,19xx,Uptown,34.734862,-117.954093
9232,,3,2.5,251758,,Midtown,34.594404,-118.110359
9233,large,,,754566,1904,Downtown,33.679956,
9234,large,3,2.5,669474,1929,Outskirts,33.970043,
9235,4610,,2.5,742656,19xx,Outskirts,33.665508,
9236,,Three,,121126,,Suburbs,,
9237,8269,6,2.5,529838,1956,,34.531223,
9238,6206,Three,1.2386170817671924,701293,,Outskirts,33.82691,-118.62189
9239,large,,,577736,19xx,Outskirts,,
9240,large,,2.5,388111,19xx,Outskirts,,-118.42381
9241,,,,421428,19xx,,,
9242,11825,Three,2.5,760367,1975,Outskirts,,
9243,4877,4,,356482,,Suburbs,,-118.867419
9244,8119,,2.5,650193,,Suburbs,,-118.463788
9245,,,2.5,161323,1949,,,-118.289579
9246,6266,Three,2.5,564937,,Outskirts,,-118.286422
9247,large,2,2.5,546470,19xx,Uptown,34.10407,-117.996151
9248,large,Three,2.5,784062,,Midtown,,
9249,,Three,3.108255384049694,509373,1911,Outskirts,34.044249,
9250,,Three,2.5,390437,1948,Midtown,34.06303,
9251,large,4,2.5,638821,1999,Downtown,33.822806,
9252,large,5,2.5,173663,1903,Outskirts,34.756306,-117.693468
9253,,4,,387700,,Downtown,34.730549,-118.580702
9254,10388,,2.5,189939,19xx,Suburbs,,
9255,large,,2.919214496902049,542251,19xx,Midtown,33.512081,-118.655775
9256,,Three,,173541,1951,Downtown,,
9257,4991,5,1.6258979145280414,268964,1982,Midtown,34.111224,
9258,large,4,,743310,,Downtown,33.602102,
9259,large,Three,,538694,,,,
9260,large,4,1.8413334840849078,560111,1981,Uptown,,-118.811011
9261,,Three,3.3875666241191613,242141,2011,Downtown,,
9262,,5,2.5,286900,1916,,,-118.878259
9263,,Three,2.5,305800,,,34.386966,-117.792263
9264,,5,,345445,1972,Outskirts,,
9265,6931,Three,2.5,688979,1975,Uptown,34.05321,
9266,9984,,2.5,240372,,Downtown,,-118.248711
9267,4966,2,2.5,309503,19xx,Downtown,,-118.125109
9268,large,5,1.3081078402473705,533390,1925,Suburbs,33.660845,
9269,,1,2.2288571733415665,180181,19xx,Suburbs,34.788161,-117.63523
9270,large,,1.5018392362678052,576987,19xx,Midtown,,-118.090785
9271,large,Three,,610222,1990,Suburbs,,
9272,,6,3.7062254790677804,794433,,,,
9273,10441,Three,1.5463439932941068,576612,19xx,Uptown,,
9274,11436,,2.5,630128,19xx,Downtown,,-118.825009
9275,large,,2.5,116684,1908,Outskirts,34.412317,
9276,5231,Three,2.7891052958302347,531568,19xx,Outskirts,34.17065,-118.892234
9277,large,5,2.5,662641,1958,,34.613418,-118.844844
9278,,4,,503806,1904,Uptown,,-118.867432
9279,large,,3.256697038253344,571941,,Uptown,,
9280,,,2.5,211856,19xx,Midtown,,
9281,large,,1.6382553409122371,493712,1956,Downtown,,
9282,10913,Three,2.5,274911,2019,,34.286713,
9283,,Three,2.9266733019033886,499698,1937,Downtown,34.650718,-118.155611
9284,large,,,553487,,Downtown,,-118.728374
9285,large,,2.5,264485,1988,Midtown,34.154391,-118.37605
9286,,,,517404,1902,,,
9287,8648,2,2.5,320155,19xx,Downtown,33.891972,-118.865282
9288,large,4,2.5,371128,,,,-118.59135
9289,large,,2.5,385525,2021,,34.442025,
9290,large,3,,611807,1952,Uptown,33.882997,-118.163295
9291,9336,5,3.1431369130258036,777713,,Midtown,34.022443,
9292,large,,2.6181584042168318,304604,,Downtown,33.791962,-117.658733
9293,11447,,2.5,555256,19xx,Uptown,34.524701,
9294,5115,,,730639,,Downtown,,
9295,large,1,,167716,1958,Suburbs,34.440099,
9296,7350,Three,,516516,1957,Suburbs,33.622353,
9297,large,,2.5,242305,,Uptown,,
9298,large,Three,2.5,513840,19xx,Uptown,34.082198,
9299,large,5,2.208549947683465,448665,19xx,Downtown,34.425068,
9300,large,5,2.5,129791,19xx,Uptown,,-118.448656
9301,11608,,,517590,1977,Midtown,,
9302,,4,3.50680108503795,759170,,Midtown,34.203653,-118.739154
9303,large,,,538723,19xx,,,
9304,5456,1,2.5,110914,19xx,Uptown,34.727349,-117.586576
9305,,Three,,272879,19xx,Midtown,,-117.904612
9306,large,3,2.5,698500,,,33.621103,
9307,large,,,108960,19xx,Downtown,34.454445,
9308,5339,,,203910,,Suburbs,33.731653,
9309,10305,1,,644331,,Suburbs,34.360466,-117.629896
9310,large,Three,2.5,468475,,Suburbs,,-117.913106
9311,,4,1.755893980007488,422925,19xx,Midtown,,-117.819699
9312,,,2.5,475606,1903,Suburbs,,-118.699769
9313,11623,Three,2.5,783898,19xx,Uptown,34.25936,
9314,,Three,,653218,19xx,Downtown,,
9315,large,Three,,187253,19xx,,34.453727,
9316,,,,545962,1939,Suburbs,,-118.122428
9317,11897,5,2.5,596241,1920,Outskirts,,-118.461698
9318,,1,2.5,339858,1968,,,-118.819001
9319,large,2,,202878,1973,Outskirts,34.062371,
9320,10634,,3.1975338507203555,736318,,Suburbs,33.901571,-118.430175
9321,7314,,2.34988200484794,677008,1999,Downtown,34.456267,-118.50592
9322,5545,,3.079391639957195,644683,,Suburbs,,
9323,,3,,479437,1949,Midtown,33.963669,-117.575679
9324,11304,Three,2.5,440213,19xx,Suburbs,33.536485,
9325,9660,6,2.2868371269565535,635056,1958,Outskirts,33.956691,-118.98255
9326,,Three,3.8503372015272337,675270,19xx,Midtown,33.627625,
9327,,,2.5,299521,19xx,Midtown,,
9328,10382,5,2.5,705961,19xx,Suburbs,,
9329,,Three,3.50760074937949,776016,1989,Uptown,34.193207,
9330,4582,,1.145800962511807,357462,19xx,Suburbs,33.861622,-117.763982
9331,large,Three,1.833461978266204,451429,,,,-118.863912
9332,,,1.5332012460758704,181685,1963,Uptown,,-118.06044
9333,9747,Three,2.5,227504,,Downtown,34.036045,-117.874366
9334,,Three,2.5,556689,19xx,Downtown,,-117.71951
9335,7705,Three,1.157483550471408,344046,19xx,,,
9336,11521,Three,3.6149996875157444,676706,19xx,Uptown,,
9337,,Three,2.043118586363377,385604,1998,Uptown,34.208325,-118.756947
9338,,,,502795,,Midtown,,
9339,6104,6,,601369,1975,Outskirts,,-117.979005
9340,,,2.341335353949604,327425,19xx,Suburbs,34.373555,
9341,6037,,2.5,650709,19xx,Downtown,34.62324,-117.528235
9342,10183,,2.2827801495438322,542537,19xx,Downtown,,-117.525241
9343,,Three,,134253,19xx,Midtown,34.424165,
9344,4332,,2.5,521704,,Outskirts,34.78108,
9345,large,,2.5,727319,1972,,,
9346,large,Three,,689812,19xx,,34.403417,-118.879654
9347,5146,4,2.5,324432,19xx,Midtown,,-118.666399
9348,9842,5,2.8423558419989288,561558,1970,Downtown,,
9349,,4,2.5,439066,1918,,,-118.487325
9350,11556,5,2.5,799505,,Midtown,34.667544,-118.893154
9351,4722,1,2.5,529468,1952,Uptown,,-118.846647
9352,11771,Three,1.0988036660972016,117026,,Outskirts,,
9353,large,,,491391,19xx,Downtown,33.929102,
9354,large,,2.5,455060,19xx,Uptown,33.682289,
9355,8237,Three,,256021,,Downtown,34.056243,-117.677634
9356,11544,,2.5,581952,,Outskirts,33.899582,
9357,,,3.294616279332863,796542,19xx,Downtown,,
9358,6748,2,2.5,554033,1992,Suburbs,34.496838,-118.3409
9359,,,2.5,375143,1934,Downtown,34.798904,
9360,10879,3,,401620,1924,,34.224763,
9361,large,Three,,259852,,Midtown,,-118.79611
9362,large,2,2.374582737648455,462225,1927,Outskirts,33.660275,
9363,,6,,339839,19xx,Midtown,,-117.50967
9364,,Three,,441017,19xx,Downtown,34.014649,-117.741926
9365,4073,3,,675296,1902,Suburbs,,
9366,11392,Three,3.4447760253485686,282192,,Midtown,34.579406,-118.657845
9367,,,,773265,1949,,34.184058,-118.054778
9368,large,,2.5,513060,19xx,Midtown,,-117.67333
9369,,Three,,376747,1954,Midtown,,-118.710413
9370,4909,1,2.5,318344,1900,Midtown,,-118.023686
9371,6440,,2.6364987146217023,404444,1999,Outskirts,,
9372,large,5,2.5,601627,,Uptown,,
9373,,,2.444469279537007,627392,1978,Outskirts,34.051151,
9374,,,2.5,104304,,,33.731047,
9375,7640,2,1.057251260967092,421760,,Downtown,,
9376,large,5,3.0203736354592623,799833,,Suburbs,,
9377,5604,6,1.451003601276356,748898,,Midtown,,
9378,,Three,2.2032655469144133,178295,1901,Outskirts,,-117.836656
9379,,,2.5,636926,19xx,,33.896652,
9380,10628,,2.5,112163,,Midtown,33.779522,-117.549915
9381,7917,4,,654238,,Downtown,34.451768,
9382,,,1.0965022847044577,442761,19xx,Midtown,33.674234,-118.760446
9383,,6,3.5636771589311715,202937,1901,Midtown,34.561857,
9384,large,Three,2.5,248044,2006,Uptown,33.581412,-118.531044
9385,5957,Three,1.488081078590543,112735,,Outskirts,33.87415,-118.862548
9386,,6,2.5,791142,1932,Midtown,,-118.134071
9387,,,,785653,19xx,Uptown,,
9388,large,Three,2.5,298292,19xx,Downtown,,
9389,9226,6,2.5,660575,19xx,Suburbs,34.678708,-117.864672
9390,,3,3.0737155749481895,434313,2012,,34.371364,-118.62423
9391,large,,2.5,695224,1998,Suburbs,,-118.228163
9392,11856,4,,284565,1940,Midtown,,
9393,,Three,2.0028580479066385,693489,1995,Uptown,,
9394,large,6,1.225533831956193,460154,19xx,Outskirts,34.074912,
9395,large,Three,2.5,194288,19xx,Outskirts,33.814952,
9396,8427,,2.530525161972806,721700,2004,Suburbs,,
9397,5632,Three,2.5,729266,19xx,Suburbs,33.571581,-118.281617
9398,,Three,2.5,235489,1908,,34.265898,
9399,large,Three,2.9744081357817835,428970,,Outskirts,34.16038,-118.15389
9400,6610,Three,2.5,234038,1929,Downtown,34.280783,-117.768444
9401,large,5,2.5,311986,,,,-117.85828
9402,5610,4,2.5,215951,,Outskirts,,-118.129585
9403,large,Three,,281333,19xx,Outskirts,34.314552,
9404,,,1.7618780930828954,788657,1949,Midtown,,
9405,large,,,182308,2007,Outskirts,33.953124,
9406,,Three,2.2958052270893483,474791,,Midtown,,
9407,10332,2,2.5,472122,19xx,Uptown,34.383536,-118.502449
9408,,,2.5,654784,19xx,Suburbs,34.59972,-117.66301
9409,9050,1,3.0707632736246677,102700,19xx,Suburbs,33.712157,
9410,,,2.5,529337,19xx,Uptown,,
9411,,Three,,667719,,Uptown,,
9412,11115,Three,2.5,265481,1987,Uptown,,
9413,large,6,2.5,133124,1925,Midtown,,-118.711953
9414,,1,3.1277999976100963,798217,,,,
9415,large,Three,2.5,506432,19xx,Midtown,33.555624,-118.73581
9416,8162,,2.5,614979,19xx,,34.24772,
9417,large,1,2.591064000924274,139082,19xx,Downtown,,
9418,4855,Three,2.5,497170,1959,Suburbs,,-118.763559
9419,,,2.5,784002,2017,Uptown,,
9420,,,1.4470709015598882,667934,,Midtown,34.101882,
9421,,Three,3.7820087876495045,536153,,Downtown,,
9422,large,1,3.7052050193138015,792604,2011,Downtown,33.816248,
9423,large,5,2.5,483052,1915,,,
9424,large,,1.8046267837420311,251151,2008,,,
9425,large,5,2.556369465437833,222625,19xx,Downtown,,
9426,large,Three,1.2131790667123565,546366,1910,,34.71233,-118.466019
9427,,Three,,584330,19xx,Downtown,34.585332,-118.363869
9428,large,4,,641478,19xx,Midtown,34.733919,
9429,10564,,1.7793505536551386,674478,19xx,Suburbs,,
9430,,1,1.0510062626477557,447963,,Midtown,,
9431,,Three,,512417,19xx,,33.863614,-117.861475
9432,,3,,419468,1931,,33.901505,
9433,,6,,222531,19xx,Suburbs,,
9434,7511,Three,,224177,2011,Downtown,34.521643,
9435,large,,,401619,19xx,Suburbs,,-117.74672
9436,large,Three,,652064,1910,Midtown,33.81707,
9437,large,1,,643761,,Midtown,34.58632,-118.789708
9438,,,2.5,215155,,,33.724981,
9439,large,,,393669,19xx,Outskirts,34.53499,-118.02992
9440,large,6,3.8254752869891377,545726,,Suburbs,,
9441,7140,Three,3.363561759482912,384399,19xx,Outskirts,34.059891,-118.765073
9442,11861,,1.1588635120210675,646208,,Midtown,,-118.525588
9443,11469,,,267056,,Downtown,,
9444,large,Three,2.5,378253,1929,Outskirts,34.389829,-118.578795
9445,,Three,2.5,771179,,,,
9446,,,2.5,760622,1974,Downtown,,
9447,,,2.0135420739749046,689557,2023,Uptown,33.544227,
9448,,Three,2.5,289932,19xx,Suburbs,34.010812,
9449,8681,,3.2869135584501143,276014,19xx,Midtown,,-117.695155
9450,8518,2,2.9221875360892984,588535,2008,Outskirts,33.513105,-118.047743
9451,11211,Three,,680313,,,,
9452,large,Three,,112177,,Uptown,34.699591,-118.418168
9453,large,Three,2.5,416389,1943,Uptown,33.881272,
9454,,3,2.2956340866876657,713779,19xx,Downtown,,-118.834272
9455,8211,,3.0217613171305793,607159,19xx,,,-117.880186
9456,,Three,3.663737157359762,798942,19xx,Outskirts,,
9457,7478,,2.5,304813,,Suburbs,,-118.177154
9458,9744,,3.3459697789783887,369870,19xx,Midtown,34.417189,-118.701238
9459,,,,296184,1963,Midtown,34.137414,
9460,large,Three,1.7596942149202799,734692,19xx,Suburbs,,-118.770769
9461,11342,Three,2.6233206046818207,547550,19xx,,34.198527,
9462,8960,Three,1.2722554742426677,645595,2001,Uptown,,
9463,11192,Three,2.5,510609,1900,,34.746962,-118.990363
9464,,2,1.5565401406128696,467408,,Suburbs,,-118.087843
9465,,5,2.760004270966478,455507,,Downtown,34.691404,
9466,,Three,,365763,19xx,Uptown,,
9467,10538,,,614539,2009,Outskirts,,-118.312274
9468,,,3.2093172605129157,782747,,Downtown,,-118.168037
9469,11726,Three,1.788621767457541,107718,1911,Midtown,,
